m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
430,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Liberia,2022,0.264311594,%,E,false
434,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Libya,2020,817.142857143,%,I,false
434,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Libya,2021,817.142857143,%,I,false
434,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Libya,2022,817.142857143,%,I,false
440,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lithuania,2020,2.892429704,%,E,false
440,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lithuania,2021,2.558255227,%,E,false
440,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lithuania,2022,2.165537131,%,E,false
442,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Luxembourg,2020,3.963515755,%,E,false
442,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Luxembourg,2021,3.816749585,%,E,false
442,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Luxembourg,2022,3.95854063,%,E,false
450,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Madagascar,2020,11.261506276,%,E,false
450,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Madagascar,2021,11.261506276,%,E,false
450,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Madagascar,2022,11.261506276,%,E,false
454,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malawi,2020,17.504838085,%,E,false
454,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malawi,2021,17.504838085,%,E,false
454,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malawi,2022,17.504838085,%,E,false
458,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malaysia,2020,3.439487179,%,E,false
458,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malaysia,2021,3.439487179,%,E,false
458,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malaysia,2022,3.439487179,%,E,false
462,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Maldives,2020,15.666666667,%,I,false
462,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Maldives,2021,15.666666667,%,I,false
462,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Maldives,2022,15.666666667,%,I,false
466,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mali,2020,8.00308642,%,E,false
466,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mali,2021,8.00308642,%,E,false
466,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mali,2022,8.00308642,%,E,false
470,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malta,2020,81.777156436,%,E,false
470,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malta,2021,78.467213861,%,E,false
470,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malta,2022,72.600007921,%,E,false
478,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritania,2020,13.246217332,%,E,false
478,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritania,2021,13.246217332,%,E,false
478,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritania,2022,13.246217332,%,E,false
480,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritius,2020,22.064703744,%,E,false
480,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritius,2021,21.95565249,%,E,false
480,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritius,2022,22.973464195,%,E,false
484,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mexico,2020,44.817024343,%,E,false
484,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mexico,2021,45.015214606,%,E,false
484,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mexico,2022,44.945147341,%,E,false
496,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mongolia,2020,3.395007342,%,E,false
496,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mongolia,2021,3.395007342,%,E,false
496,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mongolia,2022,3.395007342,%,E,false
504,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Morocco,2020,50.751212019,%,E,false
504,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Morocco,2021,50.751212019,%,E,false
504,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Morocco,2022,50.751212019,%,E,false
508,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mozambique,2020,1.751486326,%,E,false
508,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mozambique,2021,1.751486326,%,E,false
508,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mozambique,2022,1.751486326,%,E,false
104,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Myanmar,2020,5.801501397,%,E,false
104,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Myanmar,2021,5.801501397,%,E,false
104,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Myanmar,2022,5.801501397,%,E,false
516,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Namibia,2020,0.364466054,%,E,false
516,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Namibia,2021,0.314668328,%,E,false
516,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Namibia,2022,0.314668328,%,E,false
524,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nepal,2020,8.311832662,%,E,false
524,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nepal,2021,8.311832662,%,E,false
524,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nepal,2022,8.311832662,%,E,false
528,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Netherlands (Kingdom of the),2020,16.803560591,%,E,false
528,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Netherlands (Kingdom of the),2021,16.075662553,%,E,false
528,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Netherlands (Kingdom of the),2022,16.65850698,%,E,false
554,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,New Zealand,2020,8.04808476,%,E,false
554,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,New Zealand,2021,8.04808476,%,E,false
554,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,New Zealand,2022,8.04808476,%,E,false
558,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nicaragua,2020,2.220900209,%,E,false
558,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nicaragua,2021,2.220900209,%,E,false
558,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nicaragua,2022,2.220900209,%,E,false
562,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Niger,2020,11.020937713,%,E,false
562,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Niger,2021,11.020937713,%,E,false
562,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Niger,2022,11.020937713,%,E,false
566,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nigeria,2020,9.668217054,%,E,false
566,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nigeria,2021,9.668217054,%,E,false
566,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Nigeria,2022,9.668217054,%,E,false
807,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,North Macedonia,2020,34.846321394,%,E,false
807,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,North Macedonia,2021,37.932962246,%,E,false
807,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,North Macedonia,2022,52.553242982,%,E,false
15,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa,2020,121.292136148,%,E,true
15,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa,2021,120.720752334,%,E,true
15,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa,2022,120.989849891,%,E,true
747,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa and Western Asia,2020,81.360143341,%,E,true
747,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa and Western Asia,2021,79.791916632,%,E,true
747,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern Africa and Western Asia,2022,81.412621373,%,E,true
21,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern America,2020,20.184371773,%,E,true
21,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern America,2021,20.179121424,%,E,true
21,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Northern America,2022,20.179121424,%,E,true
578,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Norway,2020,2.041311754,%,E,false
578,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Norway,2021,2.009498099,%,E,false
578,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Norway,2022,2.044007605,%,E,false
9,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania,2020,2.705407783,%,E,true
9,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania,2021,3.092472317,%,E,true
9,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania,2022,3.173351473,%,E,true
543,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania (excluding Australia and New Zealand),2020,0.155408256,%,E,true
543,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania (excluding Australia and New Zealand),2021,0.155408256,%,E,true
543,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oceania (excluding Australia and New Zealand),2022,0.155408256,%,E,true
512,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oman,2020,116.714285714,%,I,false
512,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oman,2021,116.714285714,%,I,false
512,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Oman,2022,116.714285714,%,I,false
586,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Pakistan,2020,116.305748114,%,E,false
586,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Pakistan,2021,112.974664131,%,E,false
586,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Pakistan,2022,109.993251948,%,E,false
275,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Palestine,2020,50.26387106,%,E,false
275,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Palestine,2021,47.753530167,%,E,false
275,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Palestine,2022,48.11011268,%,E,false
591,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Panama,2020,0.90107111,%,E,false
591,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Panama,2021,0.90107111,%,E,false
591,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Panama,2022,0.90107111,%,E,false
598,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Papua New Guinea,2020,0.132242833,%,E,false
598,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Papua New Guinea,2021,0.132242833,%,E,false
598,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Papua New Guinea,2022,0.132242833,%,E,false
600,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Paraguay,2020,1.835399711,%,E,false
600,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Paraguay,2021,1.835399711,%,E,false
600,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Paraguay,2022,1.835399711,%,E,false
604,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Peru,2020,7.181445604,%,E,false
604,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Peru,2021,4.576564829,%,E,false
604,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Peru,2022,4.82842772,%,E,false
608,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Philippines,2020,26.743280092,%,E,false
608,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Philippines,2021,27.208915784,%,E,false
608,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Philippines,2022,27.831517111,%,E,false
616,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Poland,2020,30,%,E,false
616,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Poland,2021,32.076843198,%,E,false
616,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Poland,2022,32.485289027,%,E,false
620,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Portugal,2020,12.315712276,%,E,false
620,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Portugal,2021,12.315712276,%,E,false
620,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Portugal,2022,12.315712276,%,E,false
630,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Puerto Rico,2020,19.535610627,%,E,false
630,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Puerto Rico,2021,19.535610627,%,E,false
630,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Puerto Rico,2022,19.535610627,%,E,false
634,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Qatar,2020,431.034482759,%,I,false
634,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Qatar,2021,431.034482759,%,I,false
634,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Qatar,2022,431.034482759,%,I,false
410,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Korea,2020,85.221833041,%,E,false
410,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Korea,2021,85.221833041,%,E,false
410,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Korea,2022,85.221833041,%,E,false
498,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Moldova,2020,12.563112563,%,E,false
498,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Moldova,2021,12.563112563,%,E,false
498,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Republic of Moldova,2022,12.563112563,%,E,false
642,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Romania,2020,6.924445277,%,E,false
642,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Romania,2021,7.362606497,%,E,false
642,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Romania,2022,7.63130793,%,E,false
643,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Russian Federation,2020,4.122242749,%,E,false
643,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Russian Federation,2021,4.122242749,%,E,false
643,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Russian Federation,2022,4.122242749,%,E,false
646,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Rwanda,2020,20.198675497,%,E,false
646,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Rwanda,2021,20.198675497,%,E,false
646,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Rwanda,2022,20.198675497,%,E,false
659,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Kitts and Nevis,2020,50.833333333,%,I,false
659,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Kitts and Nevis,2021,50.833333333,%,I,false
659,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Kitts and Nevis,2022,50.833333333,%,I,false
662,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Lucia,2020,14.3,%,I,false
662,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Lucia,2021,14.3,%,I,false
662,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Lucia,2022,14.3,%,I,false
670,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Vincent and the Grenadines,2020,7.9,%,I,false
670,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Vincent and the Grenadines,2021,7.9,%,I,false
670,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saint Vincent and the Grenadines,2022,7.9,%,I,false
678,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sao Tome and Principe,2020,1.876146789,%,I,false
678,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sao Tome and Principe,2021,1.876146789,%,I,false
678,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sao Tome and Principe,2022,1.876146789,%,I,false
682,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saudi Arabia,2020,974.166666667,%,I,false
682,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saudi Arabia,2021,974.166666667,%,I,false
682,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Saudi Arabia,2022,974.166666667,%,I,false
686,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Senegal,2020,16.276448698,%,E,false
686,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Senegal,2021,16.276448698,%,E,false
686,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Senegal,2022,16.276448698,%,E,false
688,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Serbia,2020,5.745520117,%,E,false
688,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Serbia,2021,5.444607235,%,E,false
688,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Serbia,2022,5.737631015,%,E,false
694,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Sierra Leone,2020,0.495794393,%,E,false
